0.01610662	-0.14864743	0.088134766	-0.07622858	-0.014294374	-0.033121195	0.05005142	0.00165196	0.07899726	0.0058600763	-0.028308652	-0.010521068	0.09913271	0.027083587	0.03230183	0.013675931
0.023478223	-0.015256982	0.21672875	-0.12676078	-0.19527122	0.20745152	0.033001978	0.117072135	0.12321037	0.26431733	-0.037625186	-0.21673903	0.036448736	-0.15648551	-0.211999	0.09044883
0.07376774	-0.04363523	0.29731598	-0.079490215	-0.20271827	0.22855523	0.06618599	0.22258566	0.19907078	0.3756026	-0.053107552	-0.28528935	0.12182679	-0.26064116	-0.21299869	0.16895321
-0.4627195	0.4861492	-0.6639377	0.43192807	0.627267	-0.5888907	-0.52018744	-0.39573717	-0.59829795	-0.59137374	0.47513607	0.6454876	-0.52194923	0.503876	0.55716634	-0.5531922
-0.14321674	0.2969302	-0.031151505	0.11736757	0.06416892	-0.058375146	-0.18499711	-0.019627392	-0.019890824	0.05544008	0.19813207	0.09796987	-0.07812322	0.010028811	0.021977382	-0.038719133
0.044505406	-0.05982814	0.13306163	-0.049784824	-0.072992116	0.052572243	0.054160062	0.12445871	0.08481334	0.057869386	-0.07345205	-0.14756957	0.09426614	-0.13035855	-0.073241055	0.1324622
-0.39518562	0.42265055	-0.6207477	0.32453364	0.5874313	-0.52303237	-0.40094268	-0.3286191	-0.5051137	-0.4710069	0.4109377	0.544587	-0.44064558	0.4597851	0.43810776	-0.52598244
0.07209419	0.0049204524	0.09437074	-0.035976563	-0.14109142	0.13977323	0.009229069	0.18050256	0.08169085	0.22982024	0.027603667	-0.06957816	0.05714923	-0.10907505	-0.14417402	0.050136764
-0.4398105	0.52543646	-0.5398697	0.41654742	0.54595387	-0.53335965	-0.4558853	-0.3626179	-0.53332084	-0.45803437	0.50064117	0.54232305	-0.4951285	0.5016159	0.44109753	-0.5243875
-0.11940725	0.0674585	0.0075163287	0.10364574	0.028802875	-0.06975379	-0.09523065	-0.06079288	-0.021085648	-0.032938465	0.046656508	0.03441007	-0.009159517	-0.0017682854	0.024045568	-0.07814317
-0.3969728	0.45498064	-0.60589844	0.44087943	0.5886075	-0.5602286	-0.47486064	-0.41086075	-0.5970734	-0.49786806	0.47253072	0.5748484	-0.45989916	0.48912212	0.45383462	-0.5508158
0.07969443	-0.16964358	0.09824835	-0.04711273	-0.08459358	-0.0022355933	0.05760299	0.015908599	0.0279595	-0.033292506	-0.09115702	-0.058363065	0.057517856	-0.006073331	-0.05997773	0.073811926
-0.23954965	0.2506287	-0.38203722	0.19152965	0.32306594	-0.31822425	-0.30666107	-0.16735052	-0.3403937	-0.34122735	0.2689295	0.38921025	-0.30152455	0.29161972	0.32182848	-0.2734077
0.30886623	-0.28778365	0.67045444	-0.4248366	-0.56437355	0.58822435	0.31513056	0.45587918	0.58456296	0.63271403	-0.2969601	-0.56163216	0.39923376	-0.57885325	-0.5689477	0.5327635
0.039045144	0.022621496	0.056556996	-0.039717194	-0.057127867	0.12756354	0.03661692	0.061634783	0.055716712	0.13982713	-0.005810934	-0.10409077	0.027204525	-0.11981582	-0.11407366	0.10791994
-0.08878963	0.08490719	-0.029533677	0.042841338	0.00043221426	-0.006341513	-0.1172981	-0.027742138	-0.043415684	0.016629921	0.052305594	-0.027508873	-0.071423195	0.019294647	-0.028064262	-0.033797607
0.023314966	0.06303131	0.09816809	0.00282029	-0.00099069	0.09490504	0.044942036	0.069565736	0.05569201	0.061481684	-0.024919894	-0.07920704	0.040157147	-0.09981038	-0.038809657	0.07736042
0.004905555	0.08775492	-0.15504749	0.039189126	0.15591012	-0.081334345	-0.08806815	-0.013903865	-0.06963154	-0.0656941	0.06971376	0.073267885	-0.03018662	0.07950777	0.02477225	-0.057200134
0.038263846	-0.027575525	0.07541648	-0.04950322	-0.10795041	0.1091115	-0.010387528	0.014918629	0.09410481	0.07217883	-0.03747486	-0.111754455	0.033609368	-0.034818035	-0.02675515	0.0112378355
0.014719199	-0.006639926	-0.24361302	0.08412893	0.17464791	-0.20532991	-0.0418792	-0.14799948	-0.18643473	-0.2739042	0.030896163	0.2010563	-0.13389032	0.20070958	0.14925094	-0.18083753
-0.10658732	-0.043836698	-0.18165214	0.11418842	0.09592605	-0.18233077	-0.019930175	-0.14208883	-0.08823026	-0.21818855	0.081017055	0.15399972	-0.053326808	0.18223529	0.17005679	-0.16057855
0.036760714	0.02562912	0.087610155	-0.074354105	-0.086835295	0.086355604	0.064657904	0.11345553	0.10698399	0.16601092	-0.008019464	-0.072546825	0.115017146	-0.14314099	-0.11954503	0.063684225
-0.023660611	0.030940661	0.08180597	0.059957158	0.038068347	-0.00058915163	-0.06276445	0.017803025	0.031643074	0.091705605	0.042605825	-0.046149313	-0.065801986	0.01813487	-0.009128481	-0.00768496
-0.21304572	0.2351855	0.042681377	0.11262088	0.009329632	-0.037638955	-0.21176793	-0.112168945	-0.047895867	0.061514303	0.18937339	0.065062605	-0.16045512	0.017097974	0.07247818	-0.06539311
-0.20914082	0.24295837	-0.20886976	0.15408404	0.17489938	-0.13149127	-0.2731502	-0.15886053	-0.16710941	-0.14091277	0.28316945	0.14962317	-0.17388453	0.09429685	0.1275244	-0.17757928
-0.3680231	0.36197534	-0.47856668	0.30366609	0.42795298	-0.36437854	-0.3808961	-0.3002584	-0.48119062	-0.44011554	0.3657861	0.43458524	-0.45353538	0.42253777	0.3842907	-0.44572833
-0.14909533	0.22136697	-0.09876256	0.16259782	0.08482021	-0.06425685	-0.19289303	-0.113978334	-0.12084486	-0.08895987	0.18850376	0.13476166	-0.13585965	0.112813435	0.13851379	-0.115479924
0.070678584	-0.22576053	0.04577657	-0.10379983	-0.09590554	0.044977568	0.12607543	0.08145682	0.11661024	-0.005500647	-0.14508507	-0.07255981	0.10824668	-0.020904936	0.0007067341	0.11140987
0.26709476	-0.3572272	0.2526895	-0.19731185	-0.26531404	0.1797073	0.36868814	0.25332046	0.2549122	0.10885132	-0.34185842	-0.23378684	0.23643559	-0.13912265	-0.20479707	0.23176365
-0.39380664	0.37822637	-0.53152275	0.34909514	0.56689996	-0.44191292	-0.38223186	-0.3788365	-0.49504623	-0.45407006	0.44617087	0.49398068	-0.46502805	0.46313184	0.41698068	-0.46458384
